,drug_name,drug_id,ind_name,ind_id,status
2999,Gentamicin,DB00798,Enterobacteriaceae Infections,C0014347,Approved
3000,Gentamicin,DB00798,Infection due to Pseudomonas aeruginosa,C0276075,Approved
3001,Gentamicin,DB00798,Neonatal pneumonia,C0339968,Approved
3002,Gentamicin,DB00798,Arthropathy associated with infection,C0157749,Approved
3003,Gentamicin,DB00798,Intraabdominal Infections,C1112209,Approved
3004,Gentamicin,DB00798,Paronychia Inflammation,C0030578,Approved
3005,Gentamicin,DB00798,Sepsis of the newborn,C0456103,Approved
3006,Gentamicin,DB00798,Proteus septicemia,C0577690,Approved
3007,Gentamicin,DB00798,Infective blepharitis,C0729587,Approved
3008,Gentamicin,DB00798,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved
3009,Gentamicin,DB00798,Proteus pneumonia,C1260917,Approved
3010,Gentamicin,DB00798,Klebsiella sepsis,C0745528,Approved
3011,Gentamicin,DB00798,Furunculosis,C0016867,Approved
3012,Tazarotene,DB00799,Acne Vulgaris,C0001144,Approved
3013,Tazarotene,DB00799,Psoriasis,C0033860,Approved
3014,Tazarotene,DB00799,Facial hyperpigmentation,C2677857,Approved
3015,Fenoldopam,DB00800,Hypertensive urgency,C0745138,Approved
3016,Fenoldopam,DB00800,Malignant essential hypertension,C0024588,Approved
3017,Halazepam,DB00801,Anxiety,C0003467,Approved
3018,Colistin,DB00803,Pseudomonas aeruginosa infection,C0854135,Approved
3019,Colistin,DB00803,Infection caused by Enterobacter,C0948205,Approved
3020,Colistin,DB00803,Klebsiella Infections,C0022729,Approved
3021,Colistin,DB00803,Otitis Externa,C0029878,Approved
3022,Dicyclomine,DB00804,Irritable Bowel Syndrome,C0022104,Approved
3023,Pentoxifylline,DB00806,Peripheral Vascular Diseases,C0085096,Approved
3024,Indapamide,DB00808,Hypertensive disease,C0020538,Approved
3025,Indapamide,DB00808,Edema,C0013604,Approved
3026,Tropicamide,DB00809,Mydriasis,C0026961,Approved
3027,Tropicamide,DB00809,Cycloplegia,C0235238,Approved
3028,Biperiden,DB00810,Extrapyramidal Disorders,C0015371,Approved
3029,Biperiden,DB00810,Parkinsonian Disorders,C0242422,Approved
3030,Biperiden,DB00810,Parkinson Disease,C0030567,Approved
3031,Biperiden,DB00810,"Parkinson Disease, Postencephalitic",C0030568,Approved
3032,Ribavirin,DB00811,"Hepatitis C, Chronic",C0524910,Approved
3033,Ribavirin,DB00811,Respiratory Syncytial Virus Infections,C0035235,Approved
3034,Fentanyl,DB00813,Acute postoperative pain,C2215257,Approved
3035,Fentanyl,DB00813,Pain,C0030193,Approved
3036,Meloxicam,DB00814,Rheumatoid Arthritis,C0003873,Approved
3037,Meloxicam,DB00814,Degenerative polyarthritis,C0029408,Approved
3038,Orciprenaline,DB00816,Bronchitis,C0006277,Approved
3039,Orciprenaline,DB00816,Pulmonary Emphysema,C0034067,Approved
3040,Orciprenaline,DB00816,Asthma attack,C0347950,Approved
3041,Orciprenaline,DB00816,Asthma,C0004096,Approved
3042,Acetazolamide,DB00819,Malignant glaucoma,C0271152,Approved
3043,Acetazolamide,DB00819,Absence Epilepsy,C0014553,Approved
3044,Acetazolamide,DB00819,"Glaucoma, Open-Angle",C0017612,Approved
3045,Acetazolamide,DB00819,Peripheral edema,C0085649,Approved
3046,Acetazolamide,DB00819,Secondary glaucoma,C0149893,Approved
3047,Acetazolamide,DB00819,Edema,C0013604,Approved
3048,Acetazolamide,DB00819,Angle Closure Glaucoma,C0017605,Approved
3049,Acetazolamide,DB00819,Altitude Sickness,C0002351,Approved
3050,Tadalafil,DB00820,Pulmonary Hypertension,C0020542,Approved
3051,Tadalafil,DB00820,Erectile dysfunction,C0242350,Approved
3052,Tadalafil,DB00820,Prostatic Hypertrophy,C1739363,Approved
3053,Disulfiram,DB00822,"Alcoholic Intoxication, Chronic",C0001973,Approved
3054,Menthol,DB00825,Tinea Versicolor,C0040262,Approved
3055,Menthol,DB00825,Skin irritation,C0152030,Approved
3056,Menthol,DB00825,Pruritus,C0033774,Approved
3057,Menthol,DB00825,Scurfiness of scalp,C0423775,Approved
3058,Menthol,DB00825,Sprains and Strains,C0038048,Approved
3059,Menthol,DB00825,Arthritic pains,C0857177,Approved
3060,Menthol,DB00825,Mouth irritation,C0235339,Approved
3061,Menthol,DB00825,Diaper Rash,C0011974,Approved
3062,Menthol,DB00825,Back Pain,C0004604,Approved
3063,Menthol,DB00825,Seborrheic dermatitis,C0036508,Approved
3064,Natamycin,DB00826,Fungal conjunctivitis,C0339170,Approved
3065,Natamycin,DB00826,Fungal keratitis,C1262117,Approved
3066,Cinoxacin,DB00827,Urinary tract infection,C0042029,Approved
3067,Fosfomycin,DB00828,Escherichia coli urinary tract infection,C0577708,Approved
3068,Fosfomycin,DB00828,Urinary tract infection,C0042029,Approved
3069,Fosfomycin,DB00828,URINARY TRACT INFECTION ENTEROCOCCUS,C0749958,Approved
3070,Diazepam,DB00829,Alcohol Withdrawal Delirium,C0001957,Approved
3071,Diazepam,DB00829,Status Epilepticus,C0038220,Approved
3072,Diazepam,DB00829,Anxiety,C0003467,Approved
3073,Diazepam,DB00829,Alcohol withdrawal syndrome,C0236663,Approved
3074,Diazepam,DB00829,Muscle Spasticity,C0026838,Approved
3075,Diazepam,DB00829,Tetanus,C0039614,Approved
3076,Phenmetrazine,DB00830,Obesity,C0028754,Approved
3077,Trifluoperazine,DB00831,Schizophrenia,C0036341,Approved
3078,Trifluoperazine,DB00831,Anxiety,C0003467,Approved
3079,Phensuximide,DB00832,Epilepsy,C0014544,Approved
3080,Phensuximide,DB00832,Absence Epilepsy,C0014553,Approved
3081,Cefaclor,DB00833,Acute Moraxella catarrhalis bronchitis,C0339932,Approved
3082,Cefaclor,DB00833,Tonsillitis,C0040425,Approved
3083,Cefaclor,DB00833,Streptococcal tonsillitis,C0275804,Approved
3084,Cefaclor,DB00833,Upper Respiratory Infections,C0041912,Approved
3085,Cefaclor,DB00833,Haemophilus influenzae pneumonia,C0276026,Approved
3086,Cefaclor,DB00833,Pneumonia,C0032285,Approved
3087,Cefaclor,DB00833,Lower respiratory tract infection,C0149725,Approved
3088,Cefaclor,DB00833,Urinary tract infection,C0042029,Approved
3089,Cefaclor,DB00833,Pharyngitis,C0031350,Approved
3090,Cefaclor,DB00833,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
3091,Cefaclor,DB00833,Staphylococcus aureus infection,C1318973,Approved
3092,Cefaclor,DB00833,Infective otitis media,C0729586,Approved
3093,Mifepristone,DB00834,Unspecified Abortion,C0156543,Approved
3094,Brompheniramine,DB00835,Allergic Conjunctivitis,C0009766,Approved
3095,Brompheniramine,DB00835,Influenza-like symptoms,C0392171,Approved
3096,Brompheniramine,DB00835,Allergic rhinitis (disorder),C2607914,Approved
3097,Brompheniramine,DB00835,Hay fever,C0018621,Approved
3098,Brompheniramine,DB00835,Urticaria,C0042109,Approved
3099,Brompheniramine,DB00835,Pruritus,C0033774,Approved
3100,Brompheniramine,DB00835,Symptomatic dermographism,C0343065,Approved
3101,Brompheniramine,DB00835,Rhinorrhea,C1260880,Approved
3102,Brompheniramine,DB00835,"Rhinitis, Vasomotor",C0035460,Approved
3103,Loperamide,DB00836,Traveler's diarrhea,C0277528,Approved
3104,Loperamide,DB00836,Diarrhea,C0011991,Approved
3105,Clocortolone,DB00838,Scalp psoriasis,C0406326,Approved
3106,Clocortolone,DB00838,Seborrheic dermatitis,C0036508,Approved
3107,Clocortolone,DB00838,Pruritus Ani,C0033775,Approved
3108,Clocortolone,DB00838,Lichen Simplex Chronicus,C0149922,Approved
3109,Clocortolone,DB00838,Contact Dermatitis,C0011616,Approved
3110,Clocortolone,DB00838,Chronic small plaque psoriasis,C0406317,Approved
3111,Clocortolone,DB00838,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
3112,Clocortolone,DB00838,Pruritus of genital organs,C0033777,Approved
3113,Clocortolone,DB00838,"Lupus Erythematosus, Discoid",C0024138,Approved
3114,Clocortolone,DB00838,Exanthema,C0015230,Approved
3115,Clocortolone,DB00838,Granuloma Annulare,C0085074,Approved
3116,Tolazamide,DB00839,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
3117,Dobutamine,DB00841,"Shock, Cardiogenic",C0036980,Approved
3118,Dobutamine,DB00841,Decompensated cardiac failure,C0581377,Approved
3119,Dobutamine,DB00841,Heart Decompensation,C1961112,Approved
3120,Oxazepam,DB00842,Anxiety,C0003467,Approved
3121,Oxazepam,DB00842,Alcohol Withdrawal Delirium,C0001957,Approved
3122,Donepezil,DB00843,Alzheimer's Disease,C0002395,Approved
3123,Nalbuphine,DB00844,Pain,C0030193,Approved
3124,Nalbuphine,DB00844,Labor Pain,C0474368,Approved
3125,Clofazimine,DB00845,Dapsone resistant mycobacterium leprae disease,C1563054,Approved
3126,Clofazimine,DB00845,Pyoderma Gangrenosum,C0085652,Approved
3127,Clofazimine,DB00845,Erythema nodosum leprosum,C0343467,Approved
3128,Clofazimine,DB00845,Leprosy,C0023343,Approved
3129,Clofazimine,DB00845,"Leprosy, Multibacillary",C1562585,Approved
3130,Flurandrenolide,DB00846,"Lupus Erythematosus, Discoid",C0024138,Approved
3131,Flurandrenolide,DB00846,Pruritus of genital organs,C0033777,Approved
3132,Flurandrenolide,DB00846,Chronic small plaque psoriasis,C0406317,Approved
3133,Flurandrenolide,DB00846,Scalp psoriasis,C0406326,Approved
3134,Flurandrenolide,DB00846,Exanthema,C0015230,Approved
3135,Flurandrenolide,DB00846,Contact Dermatitis,C0011616,Approved
3136,Flurandrenolide,DB00846,Granuloma Annulare,C0085074,Approved
3137,Flurandrenolide,DB00846,Lichen Simplex Chronicus,C0149922,Approved
3138,Flurandrenolide,DB00846,Seborrheic dermatitis,C0036508,Approved
3139,Flurandrenolide,DB00846,Pruritus Ani,C0033775,Approved
3140,Flurandrenolide,DB00846,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
3141,Flurandrenolide,DB00846,"Dermatitis, Atopic",C0011615,Approved
3142,Cysteamine,DB00847,Nephropathic cystinosis,C2931187,Approved
3143,Methylphenobarbital,DB00849,apprehension,C0233485,Approved
3144,Methylphenobarbital,DB00849,Tonic-Clonic Epilepsy,C0014549,Approved
3145,Methylphenobarbital,DB00849,Tension,C0233494,Approved
3146,Methylphenobarbital,DB00849,Epilepsy,C0014544,Approved
3147,Methylphenobarbital,DB00849,Anxiety,C0003467,Approved
3148,Perphenazine,DB00850,Nausea and vomiting,C0027498,Approved
3149,Perphenazine,DB00850,Schizophrenia,C0036341,Approved
3150,Perphenazine,DB00850,Mixed anxiety and depressive disorder,C0338908,Approved
3151,Dacarbazine,DB00851,Hodgkin Disease,C0019829,Approved
3152,Dacarbazine,DB00851,"Malignant melanoma, metastatic",C0860594,Approved
3153,Pseudoephedrine,DB00852,Headache Disorders,C0393735,Approved
3154,Pseudoephedrine,DB00852,Nasal congestion (finding),C0027424,Approved
3155,Pseudoephedrine,DB00852,Rhinorrhea,C1260880,Approved
3156,Pseudoephedrine,DB00852,Allergic Conjunctivitis,C0009766,Approved
3157,Pseudoephedrine,DB00852,Hay fever,C0018621,Approved
3158,Pseudoephedrine,DB00852,"Rhinitis, Vasomotor",C0035460,Approved
3159,Pseudoephedrine,DB00852,Allergic rhinitis (disorder),C2607914,Approved
3160,Pseudoephedrine,DB00852,Influenza-like symptoms,C0392171,Approved
3161,Pseudoephedrine,DB00852,Sinus headache,C0037195,Approved
3162,Pseudoephedrine,DB00852,Rhinitis,C0035455,Approved
3163,Pseudoephedrine,DB00852,Common Cold,C0009443,Approved
3164,Temozolomide,DB00853,Anaplastic astrocytoma,C0334579,Approved
3165,Temozolomide,DB00853,Glioblastoma multiforme of brain,C0349543,Approved
3166,Levorphanol,DB00854,Pain,C0030193,Approved
3167,Aminolevulinic acid,DB00855,Actinic keratosis,C0022602,Approved
3168,Chlorphenesin,DB00856,Muscle Spasticity,C0026838,Approved
3169,Terbinafine,DB00857,Onychomycosis,C0040261,Approved
3170,Terbinafine,DB00857,Tinea Pedis,C0040259,Approved
3171,Terbinafine,DB00857,Tinea Versicolor,C0040262,Approved
3172,Terbinafine,DB00857,Onychomycosis of toenails,C1274470,Approved
3173,Terbinafine,DB00857,Tinea Capitis,C0040250,Approved
3174,Terbinafine,DB00857,Tinea cruris,C1384589,Approved
3175,Terbinafine,DB00857,Onychomycosis of fingernails,C1274469,Approved
3176,Terbinafine,DB00857,Tinea corporis (disorder),C0040252,Approved
3177,Drostanolone,DB00858,Corneal Ulcer,C0010043,Approved
3178,Drostanolone,DB00858,Iritis,C0022081,Approved
3179,Drostanolone,DB00858,Rosacea,C0035854,Approved
3180,Drostanolone,DB00858,"Anemia, Diamond-Blackfan",C1260899,Approved
3181,Drostanolone,DB00858,Uveitis,C0042164,Approved
3182,Drostanolone,DB00858,Aplastic Anemia,C0002874,Approved
3183,Drostanolone,DB00858,Punctate keratopathy,C0423234,Approved
3184,Drostanolone,DB00858,Iridocyclitis,C0022073,Approved
3185,Drostanolone,DB00858,Allergic Conjunctivitis,C0009766,Approved
3186,Drostanolone,DB00858,Herpes zoster keratitis,C1275687,Approved
3187,Drostanolone,DB00858,Corneal abrasion,C0010032,Approved
3188,Drostanolone,DB00858,Cyclitis,C0010543,Approved
3189,Drostanolone,DB00858,Hypoplastic anemia,C0178416,Approved
3190,Penicillamine,DB00859,Rheumatoid Arthritis,C0003873,Approved
3191,Penicillamine,DB00859,Hepatolenticular Degeneration,C0019202,Approved
3192,Penicillamine,DB00859,Cystinuria,C0010691,Approved
3193,Prednisolone,DB00860,Bacterial conjunctivitis,C0009768,Approved
3194,Prednisolone,DB00860,Blepharoconjunctivitis,C0005743,Approved
3195,Prednisolone,DB00860,Iridocyclitis,C0022073,Approved
3196,Prednisolone,DB00860,Infective blepharitis,C0729587,Approved
3197,Prednisolone,DB00860,"Dermatitis, Atopic",C0011615,Approved
3198,Prednisolone,DB00860,Pruritus of genital organs,C0033777,Approved
3199,Prednisolone,DB00860,Pruritus Ani,C0033775,Approved
3200,Prednisolone,DB00860,"Lupus Erythematosus, Discoid",C0024138,Approved
3201,Prednisolone,DB00860,Lichen Simplex Chronicus,C0149922,Approved
3202,Prednisolone,DB00860,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
3203,Prednisolone,DB00860,Contact Dermatitis,C0011616,Approved
3204,Prednisolone,DB00860,Granuloma Annulare,C0085074,Approved
3205,Prednisolone,DB00860,Exanthema,C0015230,Approved
3206,Prednisolone,DB00860,Scalp psoriasis,C0406326,Approved
3207,Prednisolone,DB00860,Seborrheic dermatitis,C0036508,Approved
3208,Prednisolone,DB00860,Chronic small plaque psoriasis,C0406317,Approved
3209,Prednisolone,DB00860,"Ophthalmia, Sympathetic",C0029077,Approved
3210,Prednisolone,DB00860,Mycosis Fungoides,C0026948,Approved
3211,Prednisolone,DB00860,Ulcerative Colitis,C0009324,Approved
3212,Prednisolone,DB00860,Eosinophilic Pneumonia,C1527407,Approved
3213,Prednisolone,DB00860,Addison Disease,C0001403,Approved
3214,Prednisolone,DB00860,Musculoskeletal Diseases,C0026857,Approved
3215,Prednisolone,DB00860,"Arthritis, Gouty",C0003868,Approved
3216,Prednisolone,DB00860,Addisonian crisis,C0151467,Approved
3217,Prednisolone,DB00860,Disorder of eye,C0015397,Approved
3218,Prednisolone,DB00860,Synovitis,C0039103,Approved
3219,Prednisolone,DB00860,Bacterial keratitis,C0854211,Approved
3220,Prednisolone,DB00860,Serum Sickness,C0036830,Approved
3221,Prednisolone,DB00860,Multiple Sclerosis,C0026769,Approved
3222,Prednisolone,DB00860,Sjogren's Syndrome,C1527336,Approved
3223,Prednisolone,DB00860,Nephrotic Syndrome,C0027726,Approved
3224,Prednisolone,DB00860,Exacerbation of asthma,C0349790,Approved
3225,Prednisolone,DB00860,"Arthritis, Psoriatic",C0003872,Approved
3226,Prednisolone,DB00860,Stevens-Johnson Syndrome,C0038325,Approved
3227,Prednisolone,DB00860,Rheumatic Heart Disease,C0035439,Approved
3228,Prednisolone,DB00860,Cyclitis,C0010543,Approved
3229,Prednisolone,DB00860,"Lymphoma, Follicular",C0024301,Approved
3230,Prednisolone,DB00860,Inflammatory Bowel Diseases,C0021390,Approved
3231,Prednisolone,DB00860,Keratitis,C0022568,Approved
3232,Prednisolone,DB00860,Ankylosing spondylitis,C0038013,Approved
3233,Prednisolone,DB00860,Punctate keratopathy,C0423234,Approved
3234,Prednisolone,DB00860,Crohn Disease,C0010346,Approved
3235,Prednisolone,DB00860,Cooley's anemia,C0002875,Approved
3236,Prednisolone,DB00860,Psoriasis,C0033860,Approved
3237,Prednisolone,DB00860,Status Asthmaticus,C0038218,Approved
3238,Prednisolone,DB00860,Simple Pulmonary Eosinophilia,C0242459,Approved
3239,Prednisolone,DB00860,Corneal abrasion,C0010032,Approved
3240,Prednisolone,DB00860,Uveitis,C0042164,Approved
3241,Prednisolone,DB00860,"Lymphoma, Non-Hodgkin",C0024305,Approved
3242,Prednisolone,DB00860,Acute lymphocytic leukemia,C0023449,Approved
3243,Prednisolone,DB00860,Erythema Multiforme,C0014742,Approved
3244,Prednisolone,DB00860,"Lupus Erythematosus, Systemic",C0024141,Approved
3245,Prednisolone,DB00860,Adrenal cortical hypofunction,C0405580,Approved
3246,Prednisolone,DB00860,Adrenogenital disorder,C0701163,Approved
3247,Prednisolone,DB00860,Exfoliative dermatitis,C0011606,Approved
3248,Prednisolone,DB00860,Pemphigus,C0030807,Approved
3249,Prednisolone,DB00860,Ocular Rosacea,C0406486,Approved
3250,Prednisolone,DB00860,Berylliosis,C0005138,Approved
3251,Prednisolone,DB00860,"Anemia, Diamond-Blackfan",C1260899,Approved
3252,Prednisolone,DB00860,Bursitis,C0006444,Approved
3253,Prednisolone,DB00860,Epicondylitis,C0014488,Approved
3254,Prednisolone,DB00860,Meibomianitis,C0549398,Approved
3255,Prednisolone,DB00860,Acquired thrombocytopenia,C0154301,Approved
3256,Prednisolone,DB00860,Giant Cell Arteritis,C0039483,Approved
3257,Prednisolone,DB00860,Herpes zoster keratitis,C1275687,Approved
3258,Prednisolone,DB00860,Sarcoidosis,C0036202,Approved
3259,Prednisolone,DB00860,"Aspergillosis, Allergic Bronchopulmonary",C0004031,Approved
3260,Prednisolone,DB00860,Post traumatic osteoarthritis,C2894027,Approved
3261,Prednisolone,DB00860,Transplanted organ rejection,C0345468,Approved
3262,Prednisolone,DB00860,Autoimmune Diseases,C0004364,Approved
3263,Prednisolone,DB00860,Asthma,C0004096,Approved
3264,Prednisolone,DB00860,Corneal Ulcer,C0010043,Approved
3265,Prednisolone,DB00860,Rosacea,C0035854,Approved
3266,Prednisolone,DB00860,Extrinsic allergic alveolitis,C0002390,Approved
3267,Prednisolone,DB00860,Thyroiditis,C0040147,Approved
3268,Prednisolone,DB00860,Dermatitis Herpetiformis,C0011608,Approved
3269,Prednisolone,DB00860,Polymyalgia Rheumatica,C0032533,Approved
3270,Prednisolone,DB00860,Dacryocystitis,C0010930,Approved
3271,Prednisolone,DB00860,Rheumatoid Arthritis,C0003873,Approved
3272,Prednisolone,DB00860,Angioedema,C0002994,Approved
3273,Prednisolone,DB00860,Autoimmune hemolytic anemia,C0002880,Approved
3274,Prednisolone,DB00860,Dermatologic disorders,C0037274,Approved
3275,Prednisolone,DB00860,Congenital adrenal hyperplasia,C0001627,Approved
3276,Prednisolone,DB00860,Tenosynovitis,C0039520,Approved
3277,Prednisolone,DB00860,Iritis,C0022081,Approved
3278,Prednisolone,DB00860,Cerebral Edema,C0006114,Approved
3279,Prednisolone,DB00860,Allergic rhinitis (disorder),C2607914,Approved
3280,Prednisolone,DB00860,Humoral hypercalcemia of malignancy (disorder),C0149911,Approved
3281,Prednisolone,DB00860,"Tuberculosis, Miliary",C0041321,Approved
3282,Prednisolone,DB00860,Tendinitis,C0039503,Approved
3283,Prednisolone,DB00860,Hodgkin Disease,C0019829,Approved
3284,Prednisolone,DB00860,Pulmonary Fibrosis,C0034069,Approved
3285,Prednisolone,DB00860,Allergic Conjunctivitis,C0009766,Approved
3286,Prednisolone,DB00860,Aspiration pneumonitis,C1761609,Approved
3287,Prednisolone,DB00860,Laryngeal Edema,C0023052,Approved
3288,Diflunisal,DB00861,Degenerative polyarthritis,C0029408,Approved
3289,Diflunisal,DB00861,Rheumatoid Arthritis,C0003873,Approved
3290,Diflunisal,DB00861,Pain,C0030193,Approved
3291,Diflunisal,DB00861,Chronic pain,C0150055,Approved
3292,Vardenafil,DB00862,Erectile dysfunction,C0242350,Approved
3293,Ranitidine,DB00863,Erosive esophagitis,C0267055,Approved
3294,Ranitidine,DB00863,Duodenal Ulcer,C0013295,Approved
3295,Ranitidine,DB00863,Zollinger-Ellison syndrome,C0043515,Approved
3296,Ranitidine,DB00863,Dyspepsia,C0013395,Approved
3297,Ranitidine,DB00863,Gastroesophageal reflux disease,C0017168,Approved
3298,Ranitidine,DB00863,Heartburn,C0018834,Approved
3299,Ranitidine,DB00863,Gastric ulcer,C0038358,Approved
3300,Tacrolimus,DB00864,Transplanted organ rejection,C0345468,Approved
3301,Tacrolimus,DB00864,Renal transplant rejection,C0238217,Approved
3302,Tacrolimus,DB00864,Liver transplant rejection,C0400968,Approved
3303,Benzphetamine,DB00865,Obesity,C0028754,Approved
3304,Ritodrine,DB00867,Premature Obstetric Labor,C0022876,Approved
3305,Benzonatate,DB00868,Coughing,C0010200,Approved
3306,Dorzolamide,DB00869,"Glaucoma, Open-Angle",C0017612,Approved
3307,Dorzolamide,DB00869,Ocular Hypertension,C0028840,Approved
3308,Terbutaline,DB00871,Pulmonary Emphysema,C0034067,Approved
3309,Terbutaline,DB00871,Pruritus,C0033774,Approved
3310,Terbutaline,DB00871,Dry Eye Syndromes,C0013238,Approved
3311,Terbutaline,DB00871,Asthma,C0004096,Approved
3312,Terbutaline,DB00871,Skin irritation,C0152030,Approved
3313,Terbutaline,DB00871,Bronchitis,C0006277,Approved
3314,Terbutaline,DB00871,Asthma attack,C0347950,Approved
3315,Conivaptan,DB00872,Hyponatremia,C0020625,Approved
3316,Loteprednol,DB00873,Iritis,C0022081,Approved
3317,Loteprednol,DB00873,Herpes zoster keratoconjunctivitis,C0153027,Approved
3318,Loteprednol,DB00873,Corneal abrasion,C0010032,Approved
3319,Loteprednol,DB00873,Corneal Perforation,C0339293,Approved
3320,Loteprednol,DB00873,Punctate keratitis,C0259799,Approved
3321,Loteprednol,DB00873,Rosacea,C0035854,Approved
3322,Loteprednol,DB00873,Herpes zoster keratitis,C1275687,Approved
3323,Loteprednol,DB00873,Iridocyclitis,C0022073,Approved
3324,Loteprednol,DB00873,Anterior uveitis,C0042165,Approved
3325,Loteprednol,DB00873,Ocular Rosacea,C0406486,Approved
3326,Loteprednol,DB00873,Allergic Conjunctivitis,C0009766,Approved
3327,Guaifenesin,DB00874,Headache Disorders,C0393735,Approved
3328,Guaifenesin,DB00874,Fever,C0015967,Approved
3329,Guaifenesin,DB00874,Rhinitis,C0035455,Approved
3330,Guaifenesin,DB00874,Common Cold,C0009443,Approved
3331,Guaifenesin,DB00874,Influenza-like symptoms,C0392171,Approved
3332,Guaifenesin,DB00874,Allergic rhinitis (disorder),C2607914,Approved
3333,Guaifenesin,DB00874,Nasal congestion (finding),C0027424,Approved
3334,Guaifenesin,DB00874,Rhinorrhea,C1260880,Approved
3335,Guaifenesin,DB00874,Sinus headache,C0037195,Approved
3336,Guaifenesin,DB00874,Coughing,C0010200,Approved
3337,Flupentixol,DB00875,Schizophrenia,C0036341,Approved
3338,Eprosartan,DB00876,Hypertensive disease,C0020538,Approved
3339,Sirolimus,DB00877,Renal Cell Carcinoma,C0007134,Approved
3340,Sirolimus,DB00877,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,Approved
3341,Sirolimus,DB00877,Pulmonary lymphangioleiomyomatosis,C0349649,Approved
3342,Chlorhexidine,DB00878,Gingivitis,C0017574,Approved
3343,Emtricitabine,DB00879,HIV Infections,C0019693,Approved
3344,Chlorothiazide,DB00880,Edema,C0013604,Approved
3345,Chlorothiazide,DB00880,Hypertensive urgency,C0745138,Approved
3346,Chlorothiazide,DB00880,Hypertensive disease,C0020538,Approved
3347,Chlorothiazide,DB00880,Chronic heart failure,C0264716,Approved
3348,Quinapril,DB00881,Hypertensive disease,C0020538,Approved
3349,Quinapril,DB00881,Chronic heart failure,C0264716,Approved
3350,Clomifene,DB00882,Female infertility,C0021361,Approved
3351,Isosorbide Dinitrate,DB00883,Chronic heart failure,C0264716,Approved
3352,Isosorbide Dinitrate,DB00883,Angina Pectoris,C0002962,Approved
3353,Risedronate,DB00884,Osteitis Deformans,C0029401,Approved
3354,Risedronate,DB00884,"Osteoporosis, Postmenopausal",C0029458,Approved
3355,Risedronate,DB00884,Osteoporosis,C0029456,Approved
3356,Pemirolast,DB00885,Allergic Conjunctivitis,C0009766,Approved
3357,Pemirolast,DB00885,Asthma,C0004096,Approved
3358,Pemirolast,DB00885,Allergic rhinitis (disorder),C2607914,Approved
3359,Bumetanide,DB00887,Renal disease with edema NOS,C0866125,Approved
3360,Bumetanide,DB00887,Edema,C0013604,Approved
3361,Mechlorethamine,DB00888,Hodgkin Disease,C0019829,Approved
3362,Mechlorethamine,DB00888,Malignant neoplasm of lung,C0242379,Approved
3363,Mechlorethamine,DB00888,"Lymphoma, Non-Hodgkin",C0024305,Approved
3364,Mechlorethamine,DB00888,Malignant pericardial effusion,C0220655,Approved
3365,Mechlorethamine,DB00888,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
3366,Mechlorethamine,DB00888,Chronic Lymphocytic Leukemia,C0023434,Approved
3367,Mechlorethamine,DB00888,"Myeloid Leukemia, Chronic",C0023473,Approved
3368,Mechlorethamine,DB00888,"Pleural Effusion, Malignant",C0080032,Approved
3369,Mechlorethamine,DB00888,Malignant ascites,C0220656,Approved
3370,Mechlorethamine,DB00888,Mycosis Fungoides,C0026948,Approved
3371,Granisetron,DB00889,Chemotherapy-induced nausea and vomiting,C0401160,Approved
3372,Dienestrol,DB00890,Dyspareunia,C1384606,Approved
3373,Dienestrol,DB00890,Atrophy of vulva,C0156393,Approved
3374,Dienestrol,DB00890,Atrophic Vaginitis,C0221392,Approved
3375,Sulfapyridine,DB00891,Dermatitis Herpetiformis,C0011608,Approved
3376,Testolactone,DB00894,Malignant epithelial neoplasm of female breast,C3163805,Approved
3377,Rimexolone,DB00896,Uveitis,C0042164,Approved
3378,Triazolam,DB00897,Sleeplessness,C0917801,Approved
3379,Remifentanil,DB00899,Acute postoperative pain,C2215257,Approved
3380,Didanosine,DB00900,HIV Infections,C0019693,Approved
3381,Methdilazine,DB00902,Pruritus,C0033774,Approved
3382,Methdilazine,DB00902,Allergic rhinitis (disorder),C2607914,Approved
3383,Methdilazine,DB00902,Nasal congestion (finding),C0027424,Approved
3384,Methdilazine,DB00902,Angioedema,C0002994,Approved
3385,Methdilazine,DB00902,Symptomatic dermographism,C0343065,Approved
3386,Methdilazine,DB00902,Rhinorrhea,C1260880,Approved
3387,Methdilazine,DB00902,Urticaria,C0042109,Approved
3388,Methdilazine,DB00902,Allergic Conjunctivitis,C0009766,Approved
3389,Methdilazine,DB00902,Sneezing,C0037383,Approved
3390,Etacrynic acid,DB00903,Edema,C0013604,Approved
3391,Ondansetron,DB00904,Chemotherapy-induced nausea and vomiting,C0401160,Approved
3392,Bimatoprost,DB00905,"Glaucoma, Open-Angle",C0017612,Approved
3393,Bimatoprost,DB00905,Ocular Hypertension,C0028840,Approved
3394,Bimatoprost,DB00905,Hypertrichosis of eyelid,C0155213,Approved
3395,Tiagabine,DB00906,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved
3396,Tiagabine,DB00906,Simple Partial Seizures,C0234974,Approved
